0.025,50625.000,51423.000,423.000,408.000
0.075,50774.000,50921.000,285.000,274.000
0.125,50781.000,51068.000,152.000,164.000
0.175,50185.000,51231.000,126.000,115.000
0.225,50221.000,51345.000,67.000,69.000
0.275,50340.000,50981.000,52.000,46.000
0.325,50408.000,50946.000,47.000,38.000
0.375,50815.000,50655.000,26.000,29.000
0.425,50436.000,50886.000,21.000,27.000
0.475,50518.000,50728.000,16.000,16.000
0.525,50628.000,51137.000,14.000,14.000
0.575,50327.000,50808.000,21.000,17.000
0.625,50309.000,50952.000,18.000,19.000
0.675,50428.000,50726.000,9.000,16.000
0.725,50465.000,50835.000,5.000,10.000
0.775,50456.000,51162.000,12.000,14.000
0.825,50527.000,50868.000,7.000,10.000
0.875,50680.000,50881.000,16.000,14.000
0.925,50520.000,50724.000,5.000,5.000
0.975,50133.000,50775.000,16.000,15.000
1.025,50406.000,50803.000,11.000,11.000
1.075,50585.000,50742.000,16.000,10.000
1.125,50496.000,50821.000,12.000,13.000
1.175,50175.000,50636.000,16.000,15.000
1.225,50572.000,50789.000,12.000,14.000
1.275,50515.000,50878.000,8.000,5.000
1.325,50222.000,51053.000,9.000,10.000
1.375,50968.000,50986.000,11.000,12.000
1.425,50383.000,50730.000,8.000,14.000
1.475,50289.000,51152.000,6.000,6.000
1.525,50385.000,50977.000,8.000,8.000
1.575,50333.000,50736.000,9.000,12.000
1.625,50351.000,50713.000,11.000,8.000
1.675,50564.000,51005.000,13.000,17.000
1.725,50372.000,51112.000,8.000,10.000
1.775,50934.000,50892.000,16.000,15.000
1.825,50293.000,50970.000,9.000,10.000
1.875,50252.000,50807.000,12.000,16.000
1.925,50193.000,51158.000,14.000,10.000
1.975,50563.000,51005.000,11.000,10.000
2.025,50454.000,50916.000,10.000,8.000
2.075,50337.000,50768.000,15.000,15.000
2.125,50249.000,51022.000,14.000,19.000
2.175,50777.000,51093.000,12.000,14.000
2.225,50364.000,50924.000,17.000,13.000
2.275,50424.000,50791.000,14.000,18.000
2.325,50114.000,51116.000,6.000,10.000
2.375,50797.000,50983.000,11.000,13.000
2.425,50665.000,51251.000,10.000,8.000
2.475,50676.000,50769.000,17.000,11.000
2.525,50522.000,50860.000,13.000,17.000
2.575,50484.000,51139.000,9.000,8.000
2.625,50422.000,50682.000,6.000,9.000
2.675,50389.000,51015.000,9.000,15.000
2.725,50421.000,50841.000,18.000,24.000
2.775,50248.000,51031.000,6.000,5.000
2.825,50743.000,50740.000,17.000,17.000
2.875,50453.000,51132.000,12.000,10.000
2.925,50533.000,51017.000,10.000,15.000
2.975,50536.000,50788.000,16.000,12.000
3.025,50253.000,50676.000,16.000,15.000
3.075,50672.000,50986.000,11.000,7.000
3.125,50760.000,50818.000,11.000,10.000
3.175,50382.000,51054.000,10.000,9.000
3.225,50718.000,51211.000,4.000,4.000
3.275,50389.000,50808.000,12.000,13.000
3.325,50167.000,50670.000,9.000,9.000
3.375,50371.000,51050.000,10.000,12.000
3.425,50368.000,50917.000,7.000,8.000
3.475,50230.000,50820.000,15.000,13.000
3.525,50509.000,50832.000,14.000,15.000
3.575,50422.000,50749.000,10.000,11.000
3.625,50519.000,51006.000,14.000,12.000
3.675,50323.000,50822.000,5.000,7.000
3.725,50359.000,51044.000,11.000,13.000
3.775,50140.000,50916.000,8.000,8.000
3.825,50410.000,51061.000,13.000,8.000
3.875,50474.000,50563.000,7.000,7.000
3.925,50530.000,51165.000,12.000,10.000
3.975,50523.000,51003.000,9.000,9.000
4.025,50253.000,50967.000,9.000,14.000
4.075,50190.000,50634.000,11.000,7.000
4.125,50404.000,51014.000,6.000,10.000
4.175,50302.000,51045.000,11.000,11.000
4.225,50352.000,51190.000,10.000,10.000
4.275,50574.000,51044.000,14.000,13.000
4.325,50267.000,50816.000,19.000,21.000
4.375,50670.000,50808.000,19.000,22.000
4.425,50436.000,50862.000,11.000,9.000
4.475,50271.000,51059.000,8.000,9.000
